G, 7399, 2017/04/29 18:16:23
G, 0, 2017/04/29 18:16:23
A, 3964, 2017/04/29 18:17:23
B, 2007, 2017/04/29 18:17:23
C, 5639, 2017/04/29 18:17:23
D, 9278, 2017/04/29 18:17:23
E, 7700, 2017/04/29 18:17:23
G, 8013, 2017/04/29 18:17:23
G, 0, 2017/04/29 18:17:23
A, 3964, 2017/04/29 18:18:23
B, 2007, 2017/04/29 18:18:23
C, 5639, 2017/04/29 18:18:23
D, 9278, 2017/04/29 18:18:23
E, 7700, 2017/04/29 18:18:23
G, 8013, 2017/04/29 18:18:23
G, 0, 2017/04/29 18:18:23
A, 3964, 2017/04/29 18:19:23
B, 2007, 2017/04/29 18:19:23
C, 5639, 2017/04/29 18:19:23
D, 9278, 2017/04/29 18:19:23
E, 7700, 2017/04/29 18:19:23
G, 8013, 2017/04/29 18:19:23
G, 0, 2017/04/29 18:19:23
A, 3964, 2017/04/29 18:20:23
B, 2007, 2017/04/29 18:20:23
C, 5639, 2017/04/29 18:20:23
D, 9278, 2017/04/29 18:20:23
E, 7700, 2017/04/29 18:20:23
G, 8013, 2017/04/29 18:20:23
G, 0, 2017/04/29 18:20:23
A, 3964, 2017/04/29 18:21:23
B, 2007, 2017/04/29 18:21:23
C, 5639, 2017/04/29 18:21:23
D, 9278, 2017/04/29 18:21:23
